177,177,338,+21.78,1013.87
177,177,338,+21.78,1013.92
177,177,338,+21.78,1013.92
177,177,340,+21.78,1013.83
177,177,341,+21.78,1013.83
177,177,341,+21.78,1013.88
177,177,341,+21.78,1013.88
176,176,341,+21.76,1013.92
176,176,340,+21.76,1013.92
176,176,339,+21.79,1013.88
176,176,338,+21.79,1013.88
176,176,338,+21.78,1013.92
176,176,337,+21.78,1013.92
176,176,338,+21.79,1013.85
176,176,338,+21.79,1013.85
176,176,339,+21.79,1013.89
176,176,339,+21.79,1013.89
176,176,338,+21.79,1013.92
176,176,339,+21.79,1013.92
176,176,339,+21.78,1013.96
176,176,338,+21.78,1013.96
176,176,337,+21.79,1013.94
176,176,338,+21.79,1013.94
176,176,339,+21.79,1013.89
176,176,339,+21.79,1013.89
176,176,338,+21.79,1013.84
176,176,338,+21.79,1013.84
176,176,338,+21.79,1013.90
176,176,338,+21.79,1013.90
176,176,339,+21.79,1013.92
176,176,338,+21.79,1013.92
176,176,337,+21.79,1013.93
175,175,337,+21.79,1013.93
175,175,336,+21.79,1013.88
175,175,336,+21.79,1013.88
175,175,336,+21.79,1013.91
175,175,336,+21.79,1013.91
175,175,335,+21.81,1013.85
175,175,335,+21.81,1013.85
175,175,334,+21.79,1013.95
